,datetime,true_aqi,predicted_aqi,city
3646,2024-02-14 08:00:00,3,3,Chiang Mai
3647,2024-02-14 08:00:00,5,5,Bangkok
3648,2024-02-14 09:00:00,2,2,Chiang Mai
3649,2024-02-14 09:00:00,5,5,Bangkok
3650,2024-02-14 10:00:00,3,3,Chiang Mai
3651,2024-02-14 10:00:00,5,5,Bangkok
3652,2024-02-14 11:00:00,5,5,Chiang Mai
3653,2024-02-14 11:00:00,5,5,Bangkok
3655,2024-02-14 12:00:00,4,3,Bangkok
3654,2024-02-14 12:00:00,5,5,Chiang Mai
3657,2024-02-14 13:00:00,4,3,Bangkok
3656,2024-02-14 13:00:00,5,4,Chiang Mai
3658,2024-02-14 14:00:00,3,3,Chiang Mai
3659,2024-02-14 14:00:00,4,3,Bangkok
3660,2024-02-14 15:00:00,5,5,Bangkok
3661,2024-02-14 15:00:00,5,5,Chiang Mai
3662,2024-02-14 16:00:00,5,5,Bangkok
3663,2024-02-14 16:00:00,4,5,Chiang Mai
3664,2024-02-14 17:00:00,5,5,Chiang Mai
3665,2024-02-14 17:00:00,3,4,Bangkok
3666,2024-02-14 18:00:00,5,5,Bangkok
3667,2024-02-14 18:00:00,5,5,Chiang Mai
3668,2024-02-14 19:00:00,5,5,Chiang Mai
3669,2024-02-14 19:00:00,3,3,Bangkok
3671,2024-02-14 20:00:00,5,5,Bangkok
3670,2024-02-14 20:00:00,1,1,Chiang Mai
3672,2024-02-14 21:00:00,3,5,Chiang Mai
3673,2024-02-14 21:00:00,2,5,Bangkok
3674,2024-02-14 22:00:00,3,2,Chiang Mai
3675,2024-02-14 22:00:00,5,5,Bangkok
3676,2024-02-14 23:00:00,5,5,Bangkok
3677,2024-02-14 23:00:00,3,3,Chiang Mai
3678,2024-02-15 00:00:00,3,2,Chiang Mai
3679,2024-02-15 00:00:00,5,5,Bangkok
3680,2024-02-15 01:00:00,5,5,Chiang Mai
3681,2024-02-15 01:00:00,3,3,Bangkok
3683,2024-02-15 02:00:00,5,5,Chiang Mai
3682,2024-02-15 02:00:00,3,3,Bangkok
3684,2024-02-15 03:00:00,5,5,Chiang Mai
3685,2024-02-15 03:00:00,5,5,Bangkok
3686,2024-02-15 04:00:00,2,2,Chiang Mai
3687,2024-02-15 04:00:00,5,5,Bangkok
3688,2024-02-15 05:00:00,3,3,Chiang Mai
3689,2024-02-15 05:00:00,5,5,Bangkok
3690,2024-02-15 06:00:00,5,5,Chiang Mai
3691,2024-02-15 06:00:00,5,5,Bangkok
3692,2024-02-15 07:00:00,4,4,Bangkok
3693,2024-02-15 07:00:00,4,5,Chiang Mai
3695,2024-02-15 08:00:00,3,3,Bangkok
3694,2024-02-15 08:00:00,3,3,Chiang Mai
3696,2024-02-15 09:00:00,3,5,Chiang Mai
3697,2024-02-15 09:00:00,3,3,Bangkok
3698,2024-02-15 10:00:00,3,3,Chiang Mai
3699,2024-02-15 10:00:00,5,5,Bangkok
3700,2024-02-15 11:00:00,2,5,Chiang Mai
3701,2024-02-15 11:00:00,5,5,Bangkok
3702,2024-02-15 12:00:00,5,5,Chiang Mai
3703,2024-02-15 12:00:00,4,4,Bangkok
3705,2024-02-15 13:00:00,3,4,Bangkok
3704,2024-02-15 13:00:00,2,2,Chiang Mai
3707,2024-02-15 14:00:00,5,4,Bangkok
3706,2024-02-15 14:00:00,5,4,Chiang Mai
3708,2024-02-15 15:00:00,5,5,Bangkok
3709,2024-02-15 15:00:00,4,4,Chiang Mai
3710,2024-02-15 16:00:00,5,5,Chiang Mai
3711,2024-02-15 16:00:00,5,5,Bangkok
3712,2024-02-15 17:00:00,5,5,Chiang Mai
3713,2024-02-15 17:00:00,2,2,Bangkok
3714,2024-02-15 18:00:00,5,5,Chiang Mai
3715,2024-02-15 18:00:00,4,4,Bangkok
3716,2024-02-15 19:00:00,4,5,Chiang Mai
3717,2024-02-15 19:00:00,2,5,Bangkok
3719,2024-02-15 20:00:00,2,3,Bangkok
3718,2024-02-15 20:00:00,3,3,Chiang Mai
3720,2024-02-15 21:00:00,4,5,Chiang Mai
3721,2024-02-15 21:00:00,4,4,Bangkok
3722,2024-02-15 22:00:00,5,5,Chiang Mai
3723,2024-02-15 22:00:00,4,5,Bangkok
3724,2024-02-15 23:00:00,5,5,Bangkok
3725,2024-02-15 23:00:00,4,5,Chiang Mai
3726,2024-02-16 00:00:00,3,3,Chiang Mai
3727,2024-02-16 00:00:00,4,5,Bangkok
3728,2024-02-16 01:00:00,5,5,Chiang Mai
3729,2024-02-16 01:00:00,3,4,Bangkok
3731,2024-02-16 02:00:00,3,4,Bangkok
3730,2024-02-16 02:00:00,3,3,Chiang Mai
3732,2024-02-16 03:00:00,5,4,Chiang Mai
3733,2024-02-16 03:00:00,5,5,Bangkok
3734,2024-02-16 04:00:00,5,5,Chiang Mai
3735,2024-02-16 04:00:00,4,3,Bangkok
3736,2024-02-16 05:00:00,3,2,Chiang Mai
3737,2024-02-16 05:00:00,5,4,Bangkok
3738,2024-02-16 06:00:00,2,3,Bangkok
3739,2024-02-16 06:00:00,5,4,Chiang Mai
3740,2024-02-16 07:00:00,5,5,Bangkok
3741,2024-02-16 07:00:00,3,3,Chiang Mai
3743,2024-02-16 08:00:00,4,3,Chiang Mai
3742,2024-02-16 08:00:00,3,3,Bangkok
3744,2024-02-16 09:00:00,5,5,Chiang Mai
3745,2024-02-16 09:00:00,4,4,Bangkok
3746,2024-02-16 10:00:00,4,4,Bangkok
3747,2024-02-16 10:00:00,4,4,Chiang Mai
3748,2024-02-16 11:00:00,3,3,Chiang Mai
3749,2024-02-16 11:00:00,5,5,Bangkok
3750,2024-02-16 12:00:00,5,5,Bangkok
3751,2024-02-16 12:00:00,3,4,Chiang Mai
3752,2024-02-16 13:00:00,4,2,Chiang Mai
3753,2024-02-16 13:00:00,5,5,Bangkok
3754,2024-02-16 14:00:00,5,5,Chiang Mai
3755,2024-02-16 14:00:00,5,5,Bangkok
3757,2024-02-16 15:00:00,5,5,Chiang Mai
3756,2024-02-16 15:00:00,5,5,Bangkok
3758,2024-02-16 16:00:00,5,5,Chiang Mai
3759,2024-02-16 16:00:00,4,4,Bangkok
3760,2024-02-16 17:00:00,5,5,Chiang Mai
3761,2024-02-16 17:00:00,4,5,Bangkok
3762,2024-02-16 18:00:00,3,3,Chiang Mai
3763,2024-02-16 18:00:00,3,3,Bangkok
3764,2024-02-16 19:00:00,2,2,Chiang Mai
3765,2024-02-16 19:00:00,5,5,Bangkok
3766,2024-02-16 20:00:00,5,5,Chiang Mai
3767,2024-02-16 20:00:00,2,2,Bangkok
3769,2024-02-16 21:00:00,5,5,Bangkok
3768,2024-02-16 21:00:00,3,3,Chiang Mai
3770,2024-02-16 22:00:00,1,1,Bangkok
3771,2024-02-16 22:00:00,5,5,Chiang Mai
3772,2024-02-16 23:00:00,4,4,Chiang Mai
3773,2024-02-16 23:00:00,4,3,Bangkok
3774,2024-02-17 00:00:00,5,5,Bangkok
3775,2024-02-17 00:00:00,2,2,Chiang Mai
3776,2024-02-17 01:00:00,5,5,Chiang Mai
3777,2024-02-17 01:00:00,5,5,Bangkok
3778,2024-02-17 02:00:00,5,5,Bangkok
3779,2024-02-17 02:00:00,3,3,Chiang Mai
3781,2024-02-17 03:00:00,1,1,Bangkok
3780,2024-02-17 03:00:00,2,2,Chiang Mai
3782,2024-02-17 04:00:00,4,3,Chiang Mai
3783,2024-02-17 04:00:00,5,5,Bangkok
3784,2024-02-17 05:00:00,4,4,Chiang Mai
3785,2024-02-17 05:00:00,3,3,Bangkok
3786,2024-02-17 06:00:00,5,5,Chiang Mai
3787,2024-02-17 06:00:00,3,3,Bangkok
3788,2024-02-17 07:00:00,5,5,Chiang Mai
3789,2024-02-17 07:00:00,4,3,Bangkok
3790,2024-02-17 08:00:00,5,5,Chiang Mai
3791,2024-02-17 08:00:00,4,3,Bangkok
3793,2024-02-17 09:00:00,5,5,Bangkok
3792,2024-02-17 09:00:00,1,1,Chiang Mai
3794,2024-02-17 10:00:00,5,5,Chiang Mai
3795,2024-02-17 10:00:00,5,5,Bangkok
3796,2024-02-17 11:00:00,4,5,Chiang Mai
3797,2024-02-17 11:00:00,5,5,Bangkok
3798,2024-02-17 12:00:00,4,4,Chiang Mai
3799,2024-02-17 12:00:00,5,5,Bangkok
3800,2024-02-17 13:00:00,5,4,Chiang Mai
3801,2024-02-17 13:00:00,4,3,Bangkok
3802,2024-02-17 14:00:00,4,4,Bangkok
3803,2024-02-17 14:00:00,5,5,Chiang Mai
3805,2024-02-17 15:00:00,4,4,Bangkok
3804,2024-02-17 15:00:00,5,5,Chiang Mai
3807,2024-02-17 16:00:00,5,5,Chiang Mai
3806,2024-02-17 16:00:00,3,3,Bangkok
3808,2024-02-17 17:00:00,5,5,Chiang Mai
3809,2024-02-17 17:00:00,5,5,Bangkok
3810,2024-02-17 18:00:00,5,5,Chiang Mai
3811,2024-02-17 18:00:00,5,5,Bangkok
3812,2024-02-17 19:00:00,5,5,Chiang Mai
3813,2024-02-17 19:00:00,5,4,Bangkok
3814,2024-02-17 20:00:00,5,5,Bangkok
3815,2024-02-17 20:00:00,3,3,Chiang Mai
3816,2024-02-17 21:00:00,2,2,Chiang Mai
3817,2024-02-17 21:00:00,3,3,Bangkok
3819,2024-02-17 22:00:00,5,5,Bangkok
3818,2024-02-17 22:00:00,4,4,Chiang Mai
3820,2024-02-17 23:00:00,4,5,Chiang Mai
3821,2024-02-17 23:00:00,5,5,Bangkok
3822,2024-02-18 00:00:00,5,5,Chiang Mai
3823,2024-02-18 00:00:00,5,5,Bangkok
3824,2024-02-18 01:00:00,4,4,Chiang Mai
3825,2024-02-18 01:00:00,4,3,Bangkok
3826,2024-02-18 02:00:00,4,4,Chiang Mai
3827,2024-02-18 02:00:00,5,5,Bangkok
3828,2024-02-18 03:00:00,2,2,Chiang Mai
3829,2024-02-18 03:00:00,5,5,Bangkok
3831,2024-02-18 04:00:00,3,3,Chiang Mai
3830,2024-02-18 04:00:00,4,4,Bangkok
3832,2024-02-18 05:00:00,5,5,Chiang Mai
3833,2024-02-18 05:00:00,5,5,Bangkok
3834,2024-02-18 06:00:00,3,3,Bangkok
3835,2024-02-18 06:00:00,5,5,Chiang Mai
3836,2024-02-18 07:00:00,4,3,Chiang Mai
3837,2024-02-18 07:00:00,4,2,Bangkok
3838,2024-02-18 08:00:00,5,5,Bangkok
3839,2024-02-18 08:00:00,3,3,Chiang Mai
3840,2024-02-18 09:00:00,5,5,Chiang Mai
3841,2024-02-18 09:00:00,5,4,Bangkok
3843,2024-02-18 10:00:00,3,3,Bangkok
3842,2024-02-18 10:00:00,4,4,Chiang Mai
3844,2024-02-18 11:00:00,5,5,Chiang Mai
3845,2024-02-18 11:00:00,5,5,Bangkok
3846,2024-02-18 12:00:00,3,5,Chiang Mai
3847,2024-02-18 12:00:00,3,3,Bangkok
3848,2024-02-18 13:00:00,4,5,Chiang Mai
3849,2024-02-18 13:00:00,5,5,Bangkok
3850,2024-02-18 14:00:00,4,5,Chiang Mai
3851,2024-02-18 14:00:00,5,5,Bangkok
3852,2024-02-18 15:00:00,5,5,Chiang Mai
3853,2024-02-18 15:00:00,5,5,Bangkok
3854,2024-02-18 16:00:00,5,4,Chiang Mai
3855,2024-02-18 16:00:00,3,3,Bangkok
3856,2024-02-18 17:00:00,2,3,Chiang Mai
3857,2024-02-18 17:00:00,5,5,Bangkok
3859,2024-02-18 18:00:00,5,5,Bangkok
3858,2024-02-18 18:00:00,2,2,Chiang Mai
3860,2024-02-18 19:00:00,5,5,Chiang Mai
3861,2024-02-18 19:00:00,5,5,Bangkok
3862,2024-02-18 20:00:00,4,4,Chiang Mai
3863,2024-02-18 20:00:00,2,2,Bangkok
3864,2024-02-18 21:00:00,5,4,Chiang Mai
3865,2024-02-18 21:00:00,4,5,Bangkok
3866,2024-02-18 22:00:00,4,4,Bangkok
3867,2024-02-18 22:00:00,5,5,Chiang Mai
3868,2024-02-18 23:00:00,3,3,Chiang Mai
3869,2024-02-18 23:00:00,4,4,Bangkok
3871,2024-02-19 00:00:00,5,5,Chiang Mai
3870,2024-02-19 00:00:00,4,2,Bangkok
3872,2024-02-19 01:00:00,5,5,Chiang Mai
3873,2024-02-19 01:00:00,2,2,Bangkok
3874,2024-02-19 02:00:00,4,4,Chiang Mai
3875,2024-02-19 02:00:00,3,3,Bangkok
3876,2024-02-19 03:00:00,4,4,Chiang Mai
3877,2024-02-19 03:00:00,5,5,Bangkok
3878,2024-02-19 04:00:00,4,4,Bangkok
3879,2024-02-19 04:00:00,4,5,Chiang Mai
3880,2024-02-19 05:00:00,4,4,Chiang Mai
3881,2024-02-19 05:00:00,4,4,Bangkok
3883,2024-02-19 06:00:00,5,5,Bangkok
3882,2024-02-19 06:00:00,5,5,Chiang Mai
3884,2024-02-19 07:00:00,4,4,Chiang Mai
3885,2024-02-19 07:00:00,2,2,Bangkok
3886,2024-02-19 08:00:00,5,5,Chiang Mai
3887,2024-02-19 08:00:00,5,5,Bangkok
3888,2024-02-19 09:00:00,5,5,Chiang Mai
3889,2024-02-19 09:00:00,4,4,Bangkok
3890,2024-02-19 10:00:00,4,3,Chiang Mai
3891,2024-02-19 10:00:00,5,5,Bangkok
3892,2024-02-19 11:00:00,3,3,Chiang Mai
3893,2024-02-19 11:00:00,3,3,Bangkok
3895,2024-02-19 12:00:00,4,4,Bangkok
3894,2024-02-19 12:00:00,5,5,Chiang Mai
3896,2024-02-19 13:00:00,3,2,Chiang Mai
3897,2024-02-19 13:00:00,5,5,Bangkok
3898,2024-02-19 14:00:00,5,5,Bangkok
3899,2024-02-19 14:00:00,4,3,Chiang Mai
3900,2024-02-19 15:00:00,4,4,Chiang Mai
3901,2024-02-19 15:00:00,4,4,Bangkok
3902,2024-02-19 16:00:00,5,5,Bangkok
3903,2024-02-19 16:00:00,4,5,Chiang Mai
3904,2024-02-19 17:00:00,4,4,Chiang Mai
3905,2024-02-19 17:00:00,4,4,Bangkok
3906,2024-02-19 18:00:00,2,2,Bangkok
3907,2024-02-19 18:00:00,2,2,Chiang Mai
3909,2024-02-19 19:00:00,3,3,Bangkok
3908,2024-02-19 19:00:00,2,2,Chiang Mai
3910,2024-02-19 20:00:00,5,5,Bangkok
3911,2024-02-19 20:00:00,2,3,Chiang Mai
3912,2024-02-19 21:00:00,5,5,Chiang Mai
3913,2024-02-19 21:00:00,5,5,Bangkok
3914,2024-02-19 22:00:00,5,5,Chiang Mai
3915,2024-02-19 22:00:00,5,5,Bangkok
3916,2024-02-19 23:00:00,5,5,Chiang Mai
3917,2024-02-19 23:00:00,5,2,Bangkok
3918,2024-02-20 00:00:00,1,2,Chiang Mai
3919,2024-02-20 00:00:00,5,5,Bangkok
3921,2024-02-20 01:00:00,5,5,Bangkok
3920,2024-02-20 01:00:00,5,5,Chiang Mai
3922,2024-02-20 02:00:00,3,2,Chiang Mai
3923,2024-02-20 02:00:00,5,5,Bangkok
3924,2024-02-20 03:00:00,5,5,Chiang Mai
3925,2024-02-20 03:00:00,5,5,Bangkok
3926,2024-02-20 04:00:00,2,2,Chiang Mai
3927,2024-02-20 04:00:00,5,5,Bangkok
3928,2024-02-20 05:00:00,5,5,Chiang Mai
3929,2024-02-20 05:00:00,5,5,Bangkok
3930,2024-02-20 06:00:00,5,5,Bangkok
3931,2024-02-20 06:00:00,4,4,Chiang Mai
3932,2024-02-20 07:00:00,3,3,Chiang Mai
3933,2024-02-20 07:00:00,5,5,Bangkok
3935,2024-02-20 08:00:00,5,5,Chiang Mai
3934,2024-02-20 08:00:00,5,5,Bangkok
3936,2024-02-20 09:00:00,4,4,Chiang Mai
3937,2024-02-20 09:00:00,3,2,Bangkok
3938,2024-02-20 10:00:00,3,3,Chiang Mai
3939,2024-02-20 10:00:00,4,2,Bangkok
3940,2024-02-20 11:00:00,5,5,Chiang Mai
3941,2024-02-20 11:00:00,4,4,Bangkok
3942,2024-02-20 12:00:00,2,2,Bangkok
3943,2024-02-20 12:00:00,3,4,Chiang Mai
3944,2024-02-20 13:00:00,5,5,Chiang Mai
3945,2024-02-20 13:00:00,4,4,Bangkok
3947,2024-02-20 14:00:00,5,4,Chiang Mai
3946,2024-02-20 14:00:00,5,5,Bangkok
3948,2024-02-20 15:00:00,4,3,Chiang Mai
3949,2024-02-20 15:00:00,5,5,Bangkok
3950,2024-02-20 16:00:00,5,5,Bangkok
3951,2024-02-20 16:00:00,5,5,Chiang Mai
3952,2024-02-20 17:00:00,5,5,Chiang Mai
3953,2024-02-20 17:00:00,3,3,Bangkok
3954,2024-02-20 18:00:00,3,3,Chiang Mai
3955,2024-02-20 18:00:00,5,5,Bangkok
3956,2024-02-20 19:00:00,3,4,Chiang Mai
3957,2024-02-20 19:00:00,5,5,Bangkok
3959,2024-02-20 20:00:00,5,5,Chiang Mai
3958,2024-02-20 20:00:00,5,5,Bangkok
3961,2024-02-20 21:00:00,5,5,Bangkok
3960,2024-02-20 21:00:00,4,5,Chiang Mai
3962,2024-02-20 22:00:00,5,5,Bangkok
3963,2024-02-20 22:00:00,5,5,Chiang Mai
3964,2024-02-20 23:00:00,2,2,Chiang Mai
3965,2024-02-20 23:00:00,5,5,Bangkok
3966,2024-02-21 00:00:00,4,5,Chiang Mai
3967,2024-02-21 00:00:00,5,5,Bangkok
3968,2024-02-21 01:00:00,4,4,Chiang Mai
3969,2024-02-21 01:00:00,3,3,Bangkok
3970,2024-02-21 02:00:00,5,5,Bangkok
3971,2024-02-21 02:00:00,1,1,Chiang Mai
3972,2024-02-21 03:00:00,3,2,Chiang Mai
3973,2024-02-21 03:00:00,2,4,Bangkok
3975,2024-02-21 04:00:00,5,5,Chiang Mai
3974,2024-02-21 04:00:00,4,4,Bangkok
3976,2024-02-21 05:00:00,5,5,Chiang Mai
3977,2024-02-21 05:00:00,5,5,Bangkok
3978,2024-02-21 06:00:00,5,5,Bangkok
3979,2024-02-21 06:00:00,3,3,Chiang Mai
3980,2024-02-21 07:00:00,5,5,Chiang Mai
3981,2024-02-21 07:00:00,5,5,Bangkok
3982,2024-02-21 08:00:00,5,5,Bangkok
3983,2024-02-21 08:00:00,5,5,Chiang Mai
3984,2024-02-21 09:00:00,5,5,Chiang Mai
3985,2024-02-21 09:00:00,5,5,Bangkok
3987,2024-02-21 10:00:00,5,5,Chiang Mai
3986,2024-02-21 10:00:00,4,4,Bangkok
3988,2024-02-21 11:00:00,4,5,Chiang Mai
3989,2024-02-21 11:00:00,5,5,Bangkok
3990,2024-02-21 12:00:00,5,5,Bangkok
3991,2024-02-21 12:00:00,3,3,Chiang Mai
3992,2024-02-21 13:00:00,5,5,Chiang Mai
3993,2024-02-21 13:00:00,5,4,Bangkok
3994,2024-02-21 14:00:00,5,5,Bangkok
3995,2024-02-21 14:00:00,5,5,Chiang Mai
3996,2024-02-21 15:00:00,3,3,Chiang Mai
3997,2024-02-21 15:00:00,4,4,Bangkok
3999,2024-02-21 16:00:00,4,4,Chiang Mai
3998,2024-02-21 16:00:00,5,5,Bangkok
4000,2024-02-21 17:00:00,5,5,Chiang Mai
4001,2024-02-21 17:00:00,4,4,Bangkok
4002,2024-02-21 18:00:00,5,5,Bangkok
4003,2024-02-21 18:00:00,5,5,Chiang Mai
4004,2024-02-21 19:00:00,5,5,Chiang Mai
4005,2024-02-21 19:00:00,4,4,Bangkok
4006,2024-02-21 20:00:00,2,2,Bangkok
4007,2024-02-21 20:00:00,3,5,Chiang Mai
4009,2024-02-21 21:00:00,5,5,Bangkok
4008,2024-02-21 21:00:00,2,2,Chiang Mai
4011,2024-02-21 22:00:00,5,5,Chiang Mai
4010,2024-02-21 22:00:00,4,5,Bangkok
4012,2024-02-21 23:00:00,5,5,Chiang Mai
4013,2024-02-21 23:00:00,2,2,Bangkok
4014,2024-02-22 00:00:00,3,3,Bangkok
4015,2024-02-22 00:00:00,1,1,Chiang Mai
4016,2024-02-22 01:00:00,5,5,Chiang Mai
4017,2024-02-22 01:00:00,5,5,Bangkok
4018,2024-02-22 02:00:00,4,5,Bangkok
4019,2024-02-22 02:00:00,5,5,Chiang Mai
4020,2024-02-22 03:00:00,5,5,Chiang Mai
4021,2024-02-22 03:00:00,5,5,Bangkok
4023,2024-02-22 04:00:00,5,5,Chiang Mai
4022,2024-02-22 04:00:00,2,2,Bangkok
4024,2024-02-22 05:00:00,5,5,Chiang Mai
4025,2024-02-22 05:00:00,5,5,Bangkok
4026,2024-02-22 06:00:00,2,3,Bangkok
4027,2024-02-22 06:00:00,4,4,Chiang Mai
4028,2024-02-22 07:00:00,3,3,Chiang Mai
4029,2024-02-22 07:00:00,5,5,Bangkok
4030,2024-02-22 08:00:00,5,2,Bangkok
4031,2024-02-22 08:00:00,5,5,Chiang Mai
4032,2024-02-22 09:00:00,3,3,Chiang Mai
4033,2024-02-22 09:00:00,5,4,Bangkok
4035,2024-02-22 10:00:00,3,3,Chiang Mai
4034,2024-02-22 10:00:00,3,3,Bangkok
4036,2024-02-22 11:00:00,5,5,Chiang Mai
4037,2024-02-22 11:00:00,3,3,Bangkok
4038,2024-02-22 12:00:00,2,2,Bangkok
4039,2024-02-22 12:00:00,5,5,Chiang Mai
4040,2024-02-22 13:00:00,4,4,Chiang Mai
4041,2024-02-22 13:00:00,4,4,Bangkok
4042,2024-02-22 14:00:00,4,4,Bangkok
4043,2024-02-22 14:00:00,5,5,Chiang Mai
4044,2024-02-22 15:00:00,4,4,Chiang Mai
4045,2024-02-22 15:00:00,4,5,Bangkok
4047,2024-02-22 16:00:00,4,5,Chiang Mai
4046,2024-02-22 16:00:00,2,2,Bangkok
4048,2024-02-22 17:00:00,5,5,Chiang Mai
4049,2024-02-22 17:00:00,1,2,Bangkok
4050,2024-02-22 18:00:00,3,3,Bangkok
4051,2024-02-22 18:00:00,5,5,Chiang Mai
4052,2024-02-22 19:00:00,5,5,Chiang Mai
4053,2024-02-22 19:00:00,1,1,Bangkok
4054,2024-02-22 20:00:00,5,5,Bangkok
4055,2024-02-22 20:00:00,3,3,Chiang Mai
4056,2024-02-22 21:00:00,5,5,Chiang Mai
4057,2024-02-22 21:00:00,4,5,Bangkok
4058,2024-02-22 22:00:00,5,5,Bangkok
4059,2024-02-22 22:00:00,5,5,Chiang Mai
4060,2024-02-22 23:00:00,2,2,Chiang Mai
4061,2024-02-22 23:00:00,4,3,Bangkok
4063,2024-02-23 00:00:00,5,5,Chiang Mai
4062,2024-02-23 00:00:00,2,2,Bangkok
4064,2024-02-23 01:00:00,5,5,Chiang Mai
4065,2024-02-23 01:00:00,5,5,Bangkok
4066,2024-02-23 02:00:00,4,5,Bangkok
4067,2024-02-23 02:00:00,4,5,Chiang Mai
4068,2024-02-23 03:00:00,5,5,Chiang Mai
4069,2024-02-23 03:00:00,5,5,Bangkok
4070,2024-02-23 04:00:00,5,4,Bangkok
4071,2024-02-23 04:00:00,3,3,Chiang Mai
4072,2024-02-23 05:00:00,5,5,Chiang Mai
4073,2024-02-23 05:00:00,1,1,Bangkok
4075,2024-02-23 06:00:00,5,5,Chiang Mai
4074,2024-02-23 06:00:00,5,5,Bangkok
4076,2024-02-23 07:00:00,3,2,Chiang Mai
4077,2024-02-23 07:00:00,5,5,Bangkok
4078,2024-02-23 08:00:00,2,2,Bangkok
4079,2024-02-23 08:00:00,3,3,Chiang Mai
4080,2024-02-23 09:00:00,5,5,Chiang Mai
4081,2024-02-23 09:00:00,5,5,Bangkok
4082,2024-02-23 10:00:00,5,5,Bangkok
4083,2024-02-23 10:00:00,5,5,Chiang Mai
4084,2024-02-23 11:00:00,3,4,Chiang Mai
4085,2024-02-23 11:00:00,5,5,Bangkok
4087,2024-02-23 12:00:00,5,5,Chiang Mai
4086,2024-02-23 12:00:00,2,2,Bangkok
4088,2024-02-23 13:00:00,5,5,Chiang Mai
4089,2024-02-23 13:00:00,5,5,Bangkok
4090,2024-02-23 14:00:00,2,1,Chiang Mai
4091,2024-02-23 14:00:00,5,4,Bangkok
4092,2024-02-23 15:00:00,3,4,Chiang Mai
4093,2024-02-23 15:00:00,5,5,Bangkok
4094,2024-02-23 16:00:00,5,5,Bangkok
4095,2024-02-23 16:00:00,4,4,Chiang Mai
4096,2024-02-23 17:00:00,5,5,Chiang Mai
4097,2024-02-23 17:00:00,5,5,Bangkok
4099,2024-02-23 18:00:00,5,5,Chiang Mai
4098,2024-02-23 18:00:00,3,3,Bangkok
4100,2024-02-23 19:00:00,5,5,Chiang Mai
4101,2024-02-23 19:00:00,5,5,Bangkok
4102,2024-02-23 20:00:00,5,5,Chiang Mai
4103,2024-02-23 20:00:00,5,5,Bangkok
4104,2024-02-23 21:00:00,5,5,Chiang Mai
4105,2024-02-23 21:00:00,5,5,Bangkok
4106,2024-02-23 22:00:00,4,4,Bangkok
4107,2024-02-23 22:00:00,5,5,Chiang Mai
4108,2024-02-23 23:00:00,5,5,Chiang Mai
4109,2024-02-23 23:00:00,5,4,Bangkok
4111,2024-02-24 00:00:00,4,4,Chiang Mai
4110,2024-02-24 00:00:00,3,2,Bangkok
4113,2024-02-24 01:00:00,5,5,Bangkok
4112,2024-02-24 01:00:00,3,3,Chiang Mai
4114,2024-02-24 02:00:00,5,5,Bangkok
4115,2024-02-24 02:00:00,4,3,Chiang Mai
4116,2024-02-24 03:00:00,5,4,Chiang Mai
4117,2024-02-24 03:00:00,4,4,Bangkok
4118,2024-02-24 04:00:00,5,5,Bangkok
4119,2024-02-24 04:00:00,4,4,Chiang Mai
4120,2024-02-24 05:00:00,5,5,Chiang Mai
4121,2024-02-24 05:00:00,5,5,Bangkok
4122,2024-02-24 06:00:00,3,3,Bangkok
4123,2024-02-24 06:00:00,5,5,Chiang Mai
4125,2024-02-24 07:00:00,5,5,Bangkok
4124,2024-02-24 07:00:00,2,5,Chiang Mai
4126,2024-02-24 08:00:00,3,3,Chiang Mai
4127,2024-02-24 08:00:00,5,5,Bangkok
4128,2024-02-24 09:00:00,4,4,Chiang Mai
4129,2024-02-24 09:00:00,2,2,Bangkok
4130,2024-02-24 10:00:00,5,5,Bangkok
4131,2024-02-24 10:00:00,5,5,Chiang Mai
4132,2024-02-24 11:00:00,5,5,Chiang Mai
4133,2024-02-24 11:00:00,5,5,Bangkok
4134,2024-02-24 12:00:00,5,5,Bangkok
4135,2024-02-24 12:00:00,5,5,Chiang Mai
4137,2024-02-24 13:00:00,5,5,Bangkok
4136,2024-02-24 13:00:00,5,5,Chiang Mai
4138,2024-02-24 14:00:00,5,4,Chiang Mai
4139,2024-02-24 14:00:00,5,5,Bangkok
4140,2024-02-24 15:00:00,3,3,Chiang Mai
4141,2024-02-24 15:00:00,5,5,Bangkok
4142,2024-02-24 16:00:00,4,5,Chiang Mai
4143,2024-02-24 16:00:00,5,5,Bangkok
4144,2024-02-24 17:00:00,5,5,Chiang Mai
4145,2024-02-24 17:00:00,1,1,Bangkok
4146,2024-02-24 18:00:00,3,3,Chiang Mai
4147,2024-02-24 18:00:00,5,5,Bangkok
4149,2024-02-24 19:00:00,5,5,Bangkok
4148,2024-02-24 19:00:00,5,5,Chiang Mai
4150,2024-02-24 20:00:00,5,5,Bangkok
4151,2024-02-24 20:00:00,5,5,Chiang Mai
4152,2024-02-24 21:00:00,3,5,Chiang Mai
4153,2024-02-24 21:00:00,5,5,Bangkok
4154,2024-02-24 22:00:00,5,5,Bangkok
4155,2024-02-24 22:00:00,2,2,Chiang Mai
4156,2024-02-24 23:00:00,5,5,Chiang Mai
4157,2024-02-24 23:00:00,5,5,Bangkok
4158,2024-02-25 00:00:00,5,5,Bangkok
4159,2024-02-25 00:00:00,5,5,Chiang Mai
4160,2024-02-25 01:00:00,5,5,Chiang Mai
4161,2024-02-25 01:00:00,3,3,Bangkok
4163,2024-02-25 02:00:00,5,5,Bangkok
